Date,Low,Open,Volume,High,Close,Adjusted Close
28-01-2022,9.800000190734863,9.8100004196167,152800,9.989999771118164,9.800000190734863,9.800000190734863
31-01-2022,9.920000076293945,9.989999771118164,2400,9.989999771118164,9.979999542236328,9.979999542236328
01-02-2022,9.979999542236328,9.979999542236328,0,9.979999542236328,9.979999542236328,9.979999542236328
02-02-2022,9.869999885559082,9.880000114440918,300,9.880000114440918,9.869999885559082,9.869999885559082
03-02-2022,9.899999618530273,9.899999618530273,100,9.899999618530273,9.899999618530273,9.899999618530273
04-02-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
07-02-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
08-02-2022,9.850000381469727,9.869999885559082,3000,9.869999885559082,9.850000381469727,9.850000381469727
09-02-2022,9.850000381469727,9.850000381469727,4400,9.850000381469727,9.850000381469727,9.850000381469727
10-02-2022,9.850000381469727,9.850000381469727,0,9.850000381469727,9.850000381469727,9.850000381469727
11-02-2022,9.779999732971191,9.779999732971191,100100,9.819999694824219,9.800000190734863,9.800000190734863
14-02-2022,9.800000190734863,9.800000190734863,1100,9.829999923706055,9.829999923706055,9.829999923706055
15-02-2022,9.829999923706055,9.829999923706055,0,9.829999923706055,9.829999923706055,9.829999923706055
16-02-2022,9.829999923706055,9.829999923706055,0,9.829999923706055,9.829999923706055,9.829999923706055
17-02-2022,9.829999923706055,9.829999923706055,0,9.829999923706055,9.829999923706055,9.829999923706055
18-02-2022,9.819999694824219,9.829999923706055,76200,9.829999923706055,9.829999923706055,9.829999923706055
22-02-2022,9.829999923706055,9.829999923706055,126000,9.850000381469727,9.850000381469727,9.850000381469727
23-02-2022,9.850000381469727,9.850000381469727,0,9.850000381469727,9.850000381469727,9.850000381469727
24-02-2022,9.850000381469727,9.850000381469727,0,9.850000381469727,9.850000381469727,9.850000381469727
25-02-2022,9.850000381469727,9.850000381469727,70100,9.850000381469727,9.850000381469727,9.850000381469727
28-02-2022,9.850000381469727,9.850000381469727,0,9.850000381469727,9.850000381469727,9.850000381469727
01-03-2022,9.850000381469727,9.850000381469727,0,9.850000381469727,9.850000381469727,9.850000381469727
02-03-2022,9.854999542236328,9.859999656677246,20000,9.859999656677246,9.859999656677246,9.859999656677246
03-03-2022,9.859999656677246,9.859999656677246,41000,9.869999885559082,9.869999885559082,9.869999885559082
04-03-2022,9.869999885559082,9.869999885559082,12000,9.890000343322754,9.890000343322754,9.890000343322754
07-03-2022,9.890000343322754,9.890000343322754,0,9.890000343322754,9.890000343322754,9.890000343322754
08-03-2022,9.869999885559082,9.869999885559082,25900,9.869999885559082,9.869999885559082,9.869999885559082
09-03-2022,9.869999885559082,9.869999885559082,0,9.869999885559082,9.869999885559082,9.869999885559082
10-03-2022,9.869999885559082,9.869999885559082,150000,9.869999885559082,9.869999885559082,9.869999885559082
11-03-2022,9.869999885559082,9.869999885559082,0,9.869999885559082,9.869999885559082,9.869999885559082
14-03-2022,9.850000381469727,9.859999656677246,495400,9.869999885559082,9.869999885559082,9.869999885559082
15-03-2022,9.850000381469727,9.850000381469727,320600,9.859999656677246,9.859999656677246,9.859999656677246
16-03-2022,9.890000343322754,9.890000343322754,100,9.890000343322754,9.890000343322754,9.890000343322754
17-03-2022,9.875,9.875,300,9.890000343322754,9.890000343322754,9.890000343322754
18-03-2022,9.880000114440918,9.880000114440918,2100,9.880000114440918,9.880000114440918,9.880000114440918
21-03-2022,9.890000343322754,9.890000343322754,2000,9.890000343322754,9.890000343322754,9.890000343322754
22-03-2022,9.890000343322754,9.890000343322754,0,9.890000343322754,9.890000343322754,9.890000343322754
23-03-2022,9.890000343322754,9.890000343322754,0,9.890000343322754,9.890000343322754,9.890000343322754
24-03-2022,9.880000114440918,9.880000114440918,2900,9.90999984741211,9.90999984741211,9.90999984741211
25-03-2022,9.90999984741211,9.90999984741211,0,9.90999984741211,9.90999984741211,9.90999984741211
28-03-2022,9.90999984741211,9.90999984741211,0,9.90999984741211,9.90999984741211,9.90999984741211
29-03-2022,9.880000114440918,9.880000114440918,2500,9.880000114440918,9.880000114440918,9.880000114440918
30-03-2022,9.880000114440918,9.880000114440918,0,9.880000114440918,9.880000114440918,9.880000114440918
31-03-2022,9.880000114440918,9.890000343322754,670200,9.920000076293945,9.880000114440918,9.880000114440918
01-04-2022,9.880000114440918,9.930000305175781,9400,9.930000305175781,9.880000114440918,9.880000114440918
04-04-2022,9.880000114440918,9.880000114440918,0,9.880000114440918,9.880000114440918,9.880000114440918
05-04-2022,9.890000343322754,9.899999618530273,124800,9.899999618530273,9.890000343322754,9.890000343322754
06-04-2022,9.890000343322754,9.890000343322754,0,9.890000343322754,9.890000343322754,9.890000343322754
07-04-2022,9.890000343322754,9.890000343322754,300,9.90999984741211,9.899999618530273,9.899999618530273
08-04-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
11-04-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
12-04-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
13-04-2022,9.899999618530273,9.899999618530273,0,9.899999618530273,9.899999618530273,9.899999618530273
14-04-2022,9.90999984741211,9.90999984741211,23200,9.930000305175781,9.920000076293945,9.920000076293945
18-04-2022,9.920000076293945,9.920000076293945,0,9.920000076293945,9.920000076293945,9.920000076293945
19-04-2022,9.960000038146973,9.960000038146973,1900,9.970000267028809,9.970000267028809,9.970000267028809
20-04-2022,9.930000305175781,9.930000305175781,3600,9.9399995803833,9.9399995803833,9.9399995803833
21-04-2022,9.9399995803833,9.9399995803833,100,9.9399995803833,9.9399995803833,9.9399995803833
22-04-2022,9.930000305175781,9.930000305175781,2000,9.949999809265137,9.949999809265137,9.949999809265137
25-04-2022,9.944999694824219,9.949999809265137,44200,9.960000038146973,9.951000213623047,9.951000213623047
26-04-2022,9.951000213623047,9.951000213623047,0,9.951000213623047,9.951000213623047,9.951000213623047
27-04-2022,9.951000213623047,9.951000213623047,100,9.951000213623047,9.951000213623047,9.951000213623047
28-04-2022,9.930000305175781,9.930000305175781,200,9.930000305175781,9.930000305175781,9.930000305175781
29-04-2022,9.960000038146973,9.960000038146973,1800,9.960000038146973,9.960000038146973,9.960000038146973
02-05-2022,9.920000076293945,9.920000076293945,271100,9.9399995803833,9.930000305175781,9.930000305175781
03-05-2022,9.930000305175781,9.9399995803833,30000,9.970000267028809,9.970000267028809,9.970000267028809
04-05-2022,9.970000267028809,9.970000267028809,0,9.970000267028809,9.970000267028809,9.970000267028809
05-05-2022,9.930000305175781,9.930000305175781,101600,9.949999809265137,9.9350004196167,9.9350004196167
06-05-2022,9.9350004196167,9.9350004196167,0,9.9350004196167,9.9350004196167,9.9350004196167
09-05-2022,9.930000305175781,9.930000305175781,108700,9.930000305175781,9.930000305175781,9.930000305175781
10-05-2022,9.930000305175781,9.930000305175781,0,9.930000305175781,9.930000305175781,9.930000305175781
11-05-2022,9.920000076293945,9.920000076293945,10700,9.930000305175781,9.930000305175781,9.930000305175781
12-05-2022,9.930000305175781,9.930000305175781,0,9.930000305175781,9.930000305175781,9.930000305175781
