Date,Low,Open,Volume,High,Close,Adjusted Close
21-03-2007,67.5,68.80000305175781,92000,68.80000305175781,67.86000061035156,51.575252532958984
22-03-2007,70.25,71.63999938964844,840900,71.66999816894531,70.68000030517578,53.71853256225586
23-03-2007,70.51000213623047,71.5,409300,72.05000305175781,71.0,53.96174240112305
26-03-2007,70.5199966430664,71.98999786376953,320800,74.05000305175781,73.02999877929688,55.50458908081055
27-03-2007,72.0199966430664,74.0,139900,74.0,73.98999786376953,56.23420333862305
28-03-2007,71.01000213623047,74.4000015258789,196700,74.4000015258789,71.2300033569336,54.136558532714844
29-03-2007,71.51000213623047,73.18000030517578,179700,73.18000030517578,71.70999908447266,54.50135803222656
30-03-2007,72.25,73.13999938964844,221400,73.13999938964844,72.93000030517578,55.42858123779297
02-04-2007,71.70999908447266,73.94999694824219,137500,73.94999694824219,72.5,55.101768493652344
03-04-2007,71.01000213623047,73.38999938964844,97200,73.38999938964844,71.08999633789062,54.0301399230957
04-04-2007,69.73999786376953,71.29000091552734,170800,74.69999694824219,74.58999633789062,56.690208435058594
05-04-2007,74.0,74.83000183105469,158900,75.73999786376953,74.4000015258789,56.54582214355469
09-04-2007,74.0,74.94999694824219,91700,76.94000244140625,76.62999725341797,58.240657806396484
10-04-2007,75.19999694824219,76.9800033569336,133400,77.66000366210938,76.98999786376953,58.514286041259766
11-04-2007,75.08000183105469,76.44999694824219,289000,78.6500015258789,75.81999969482422,57.625057220458984
12-04-2007,75.0999984741211,75.19999694824219,160100,77.5,77.30000305175781,58.7498893737793
13-04-2007,76.25,77.48999786376953,78700,77.5,77.41999816894531,58.84109878540039
16-04-2007,78.5199966430664,79.18000030517578,128400,80.0,79.80999755859375,60.65754318237305
17-04-2007,79.5,81.0,143700,81.0,80.0,60.801944732666016
18-04-2007,79.5199966430664,79.75,186300,80.73999786376953,79.75,60.611934661865234
19-04-2007,77.33000183105469,79.4800033569336,175200,80.0,78.81999969482422,59.905120849609375
20-04-2007,77.5199966430664,78.87999725341797,258200,80.95999908447266,78.5999984741211,59.737918853759766
23-04-2007,77.33000183105469,79.11000061035156,192100,79.37999725341797,77.5,58.90190505981445
24-04-2007,75.94000244140625,77.5,80200,78.0,76.95999908447266,58.49147033691406
25-04-2007,74.31999969482422,77.0,135300,79.3499984741211,78.55000305175781,59.69990158081055
26-04-2007,76.80000305175781,79.33000183105469,91300,79.48999786376953,78.12000274658203,59.37309646606445
27-04-2007,77.29000091552734,77.98999786376953,152700,79.44999694824219,79.13999938964844,60.148338317871094
30-04-2007,77.95999908447266,78.30000305175781,164500,80.0,77.95999908447266,59.25150680541992
01-05-2007,75.02999877929688,77.75,142600,77.7699966430664,76.88999938964844,58.43825912475586
02-05-2007,74.54000091552734,74.54000091552734,113400,78.80999755859375,78.43000030517578,59.60871887207031
03-05-2007,76.05000305175781,78.11000061035156,151400,78.11000061035156,77.20999908447266,58.681480407714844
04-05-2007,76.13999938964844,76.13999938964844,64000,78.16000366210938,77.97000122070312,59.259098052978516
07-05-2007,78.55999755859375,78.55999755859375,184100,79.45999908447266,78.94999694824219,60.003929138183594
08-05-2007,82.26000213623047,85.3499984741211,399800,86.5,84.4800033569336,64.20686340332031
09-05-2007,86.45999908447266,86.5,554800,91.0,91.0,69.16221618652344
10-05-2007,89.3499984741211,91.0,431800,92.0,90.2699966430664,68.60739135742188
11-05-2007,89.41999816894531,90.76000213623047,147600,91.66000366210938,89.66000366210938,68.143798828125
14-05-2007,88.61000061035156,90.55999755859375,184800,90.98999786376953,89.68000030517578,68.15898132324219
15-05-2007,86.80000305175781,88.5999984741211,158600,89.7300033569336,88.69000244140625,67.4065933227539
16-05-2007,87.6500015258789,87.6500015258789,293000,89.22000122070312,88.70999908447266,67.42176055908203
17-05-2007,86.5,88.6500015258789,157600,88.9000015258789,87.86000061035156,66.7757339477539
18-05-2007,87.19999694824219,87.63999938964844,163900,89.0,89.0,67.64215850830078
21-05-2007,89.16999816894531,89.16999816894531,108900,92.2300033569336,89.94000244140625,68.35661315917969
22-05-2007,87.97000122070312,89.5,122100,89.5,88.25,67.07215881347656
23-05-2007,86.47000122070312,88.95999908447266,183100,88.9800033569336,86.55000305175781,65.78011322021484
24-05-2007,82.70999908447266,86.80000305175781,182300,87.7699966430664,83.72000122070312,63.62925720214844
25-05-2007,83.91000366210938,85.0,141500,86.02999877929688,85.19999694824219,64.75407409667969
29-05-2007,86.94000244140625,86.94000244140625,134100,88.19999694824219,87.12999725341797,66.2209243774414
30-05-2007,85.0999984741211,86.9000015258789,118300,87.0999984741211,87.0,66.12210845947266
31-05-2007,86.75,86.75,136400,89.08000183105469,88.66000366210938,67.3837661743164
01-06-2007,89.66000366210938,89.9000015258789,76800,91.3499984741211,89.75,68.21218872070312
04-06-2007,88.26000213623047,89.75,45600,89.86000061035156,88.33999633789062,67.14053344726562
05-06-2007,87.44999694824219,89.9000015258789,60700,90.05000305175781,87.86000061035156,66.7757339477539
06-06-2007,85.94999694824219,88.19999694824219,70400,88.19999694824219,87.08999633789062,66.19049835205078
07-06-2007,85.05000305175781,86.19000244140625,57600,87.44000244140625,86.44999694824219,65.70410919189453
08-06-2007,84.91000366210938,86.13999938964844,76100,87.80999755859375,87.37999725341797,66.41091918945312
